3      | 8     | 99   | 99    
2      | 8     | 99   | 99    
5      | 8     | 261  | 99    
1      | 8     | 99   | 1     
3      | 1     | 99   | 99    
2      | 1     | 99   | 99    
5      | 1     | 225  | 99    
1      | 1     | 99   | 1     
3      | 13    | 99   | 99    
2      | 13    | 99   | 99    
5      | 13    | 208  | 99    
1      | 13    | 99   | 0     
3      | 12    | 99   | 99    
2      | 12    | 99   | 99    
5      | 12    | 224  | 99    
1      | 12    | 99   | 0     
